word,meaning,example_sentences_1,meaning_example_sentences_1,example_sentences_2,meaning_example_sentences_2,image_url
nơi làm đẹp,True,彼女は新しいところで美容を受けました。,Cô ấy đã làm đẹp ở một nơi mới.,この場所は人気のある美容院です。,Nơi này là một thẩm mỹ viện nổi tiếng.,https://i.ytimg.com/vi/OK-48MUGQmM/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLB6RpYdU2eOgmeqsD8XIJAv_G-tvA
台所,bếp,台所で料理をしています。,Tôi đang nấu ăn trong bếp.,台所は家の中心です。,Bếp là trung tâm của ngôi nhà.,"https://m.media-amazon.com/images/I/81Sbed+IVfL._AC_UF1000,1000_QL80_.jpg"
経験,kinh nghiệm,彼は多くの経験を持っています。,Anh ấy có nhiều kinh nghiệm.,経験が大切です。,Kinh nghiệm là rất quan trọng.,"https://m.media-amazon.com/images/I/71Kkoc29bXL._AC_UF1000,1000_QL80_.jpg"
形,hình dạng,この形はとても面白いです。,Hình dạng này rất thú vị.,彼女は形を変えました。,Cô ấy đã thay đổi hình dạng.,https://www.strokeorder.com/assets/bishun/animation/24418.gif
色,màu,私の好きな色は青です。,Màu tôi thích là màu xanh.,この色はとても美しいです。,Màu này rất đẹp.,https://img.yzcdn.cn/public_files/2019/04/11/86684d57f301a9b31f01859c7232d1db.png
味,vị,この料理は甘い味がします。,Món ăn này có vị ngọt.,彼は新しい味を試しました。,Anh ấy đã thử một vị mới.,https://www.iwatsukaseika.co.jp/wordpress/wp/wp-content/uploads/2023/01/11811_28%E6%9E%9A%E5%91%B3%E3%81%97%E3%82%89%E3%81%B9.jpg
ガム,kẹo cao su,私はガムを噛んでいます。,Tôi đang nhai kẹo cao su.,ガムは口の中で長持ちします。,Kẹo cao su giữ lâu trong miệng.,https://jp.sunstar.com/oralcare/images/673061fbb50dfdf619856b73afa47e73dd4fca07.png
品物,hàng hoá,この店には多くの品物があります。,Cửa hàng này có nhiều hàng hóa.,品物はすぐに売り切れました。,Hàng hóa đã bán hết ngay lập tức.,https://media-cdn.tripadvisor.com/media/photo-s/0e/18/f1/16/caption.jpg
値段,giá cả,この商品の値段は高いです。,Giá của sản phẩm này thì cao.,値段を確認してください。,Hãy kiểm tra giá cả.,https://assets.st-note.com/production/uploads/images/139800936/rectangle_large_type_2_052a070f0776e6af88baf43a634c1bb8.png?fit=bounds&quality=85&width=1280
給料,lương,毎月、給料が振り込まれます。,"Mỗi tháng, lương được chuyển khoản.",給料が上がると嬉しいです。,Tôi rất vui khi lương tăng.,"https://m.media-amazon.com/images/I/71tFVWTmPwL._AC_UF1000,1000_QL80_.jpg"
ボーナス,thưởng,年末にボーナスがもらえます。,Cuối năm tôi sẽ nhận được thưởng.,ボーナスで旅行に行きたいです。,Tôi muốn đi du lịch bằng tiền thưởng.,https://clubtravelerjapan.com/wp/wp-content/uploads/2023/09/%E3%83%9B%E3%82%99%E3%83%BC%E3%83%8A%E3%82%B9%E3%83%9B%E3%82%9A%E3%82%A4%E3%83%B3%E3%83%88.jpeg
ゲーム,trò chơi,友達とゲームをします。,Tôi chơi trò chơi với bạn bè.,このゲームはとても面白いです。,Trò chơi này rất thú vị.,https://img1.kakaku.k-img.com/images/maga/icv/sp1200/10614/thumbnail_l.jpg
番組,chương trình,毎週、好きな番組を見ます。,Tôi xem chương trình yêu thích mỗi tuần.,新しい番組が始まりました。,Một chương trình mới đã bắt đầu.,https://www.ctv.co.jp/sys-assets/img/program/gm2cbwsm4ihut2ncy4t2qcnxaok2f6.png
ドラマ,phim truyền hình,このドラマは感動的です。,Phim truyền hình này rất cảm động.,毎週金曜日にドラマを見ます。,Tôi xem phim truyền hình vào mỗi thứ Sáu.,https://www.sasebo99.com/storage/info_articles/193/responsive_images/hTav4l4O7H2K1Xdsz1VwI0N97jSZvIhScNzTQDad__1521_1078.jpeg
歌手,ca sĩ,彼女は有名な歌手です。,Cô ấy là một ca sĩ nổi tiếng.,歌手になるのが夢です。,Trở thành ca sĩ là ước mơ của tôi.,https://i.ytimg.com/vi/P_-dXzj1OVs/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLA8-gqJy-LXW9oeqm1dCRlpbf1JOQ
小説,tiểu thuyết,この小説はとても面白いです。,Tiểu thuyết này rất thú vị.,毎月一冊の小説を読みます。,Tôi đọc một cuốn tiểu thuyết mỗi tháng.,https://hy-road.net/s3/skiyaki/uploads/ckeditor/pictures/665239/content_81uBMyZjUiL._SL1500_.jpg
小説家,nhà văn,彼は有名な小説家です。,Ông ấy là một nhà văn nổi tiếng.,小説家になるために勉強しています。,Tôi đang học để trở thành nhà văn.,https://wp.gyakubiki.net/wp-content/uploads/2023/01/pixta_94330038_M-1024x682.jpg
〜家,nhà,彼は科学者の家です。,Ông ấy là một nhà khoa học.,彼女は画家の家です。,Cô ấy là một nhà họa sĩ.,https://titel.jp/images/architects/yasumi_taketomi/work/1631968526/yasumi_taketomi-work-image-1631968526-1.jpg
〜機,máy,この機は新しいです。,Cái máy này là mới.,洗濯機を買いました。,Tôi đã mua một cái máy giặt.,https://kakijun.jp/gif-mini/ki200-m.gif
息子,con trai mình,私の息子はサッカーが大好きです。,Con trai tôi rất thích bóng đá.,息子は毎日学校に行きます。,Con trai tôi đi học mỗi ngày.,https://ichef.bbci.co.uk/ace/ws/640/cpsprodpb/14CD8/production/_131080258_734e9b83d56db59e94acc77bd57661d33273d7e90_0_2305_12972000x1125.jpg.webp
息子さん,con trai người khác,あなたの息子さんは何歳ですか？,Con trai của bạn bao nhiêu tuổi?,息子さんはサッカーが上手ですね。,Con trai bạn chơi bóng đá giỏi nhỉ.,https://i.ytimg.com/vi/Q1vwXDwbIKc/maxresdefault.jpg
娘,con gái mình,私の娘はピアノを習っています。,Con gái tôi đang học piano.,娘は友達と遊びに行きました。,Con gái tôi đã đi chơi với bạn bè.,https://i.ytimg.com/vi/AiLrGOl1WTk/maxresdefault.jpg
娘さん,con gái người khác,あなたの娘さんはとてもかわいいですね。,Con gái của bạn thật dễ thương.,娘さんはどこで勉強していますか？,Con gái bạn học ở đâu?,http://powermama.info/wp-content/uploads/2016/10/14572097_1029219853866529_1048948255_o.jpg
自分,mình,自分の意見を大切にしてください。,Hãy trân trọng ý kiến của bản thân.,自分を信じて、頑張りましょう。,Hãy tin vào bản thân và cố gắng nhé.,https://dthezntil550i.cloudfront.net/vo/latest/vo1601032006427700000086932/1280_960/62de2410-96cd-4ff5-b430-ec4dc161b2cd.png
将来,tương lai,将来、医者になりたいです。,Tôi muốn trở thành bác sĩ trong tương lai.,将来の夢を教えてください。,Hãy cho tôi biết ước mơ trong tương lai của bạn.,http://www.efwh.com/uploads/allimg/180407/1-1P40H1005J29.jpg
しばらく,một lúc,しばらく待ってください。,Xin hãy chờ một lúc.,しばらくここにいてもいいですか？,Tôi có thể ở đây một lúc không?,https://jlptsensei.com/wp-content/uploads/2020/04/shibaraku-%E3%81%97%E3%81%B0%E3%82%89%E3%81%8F-jlpt-n3-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards.png
たいてい,thường thì,たいてい、朝ごはんを食べます。,Thường thì tôi ăn sáng.,たいていの人は仕事に行きます。,Hầu hết mọi người đều đi làm.,https://livedoor.blogimg.jp/edewakaru/imgs/9/e/9ec3a433.jpg
それに,hơn nữa,今日は雨が降っています。それに、風も強いです。,"Hôm nay trời mưa. Hơn nữa, gió cũng mạnh.",彼は優しいです。それに、頭もいいです。,"Anh ấy rất tốt bụng. Hơn nữa, anh ấy cũng thông minh.",https://jlptsensei.com/wp-content/uploads/2020/05/sore-ni-%E3%81%9D%E3%82%8C%E3%81%AB-jlpt-n4-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards.png
それで,vì thế,遅れました。それで、会議に間に合いませんでした。,"Tôi đã đến muộn. Vì thế, tôi không kịp cuộc họp.",お金が足りません。それで、買い物をやめました。,"Tôi không đủ tiền. Vì thế, tôi đã dừng việc mua sắm.",https://i.ytimg.com/vi/DSYc2BQrJEY/maxresdefault.jpg
ちょっとお願いがあるんですが,tôi có chút việc muốn nhờ,ちょっとお願いがあるんですが、手伝ってもらえますか？,"Tôi có chút việc muốn nhờ, bạn có thể giúp tôi không?",ちょっとお願いがあるんですが、明日までにこの書類を見てくれますか？,"Tôi có chút việc muốn nhờ, bạn có thể xem tài liệu này trước ngày mai không?",https://stampo.fun/s/s0131_23/s300_s0131_23_0.png
実は,thực ra,実は、私は日本に行ったことがあります。,"Thực ra, tôi đã từng đi Nhật Bản.",実は、彼は私の友達です。,"Thực ra, anh ấy là bạn của tôi.",https://i.ytimg.com/vi/_TrsrTP9ioA/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCThMHHik5Ov0bd2xTS4aRxOoawTg
会話,hội thoại,彼と会話をするのは楽しいです。,Nói chuyện với anh ấy thật vui.,日本語の会話を練習しています。,Tôi đang luyện tập hội thoại tiếng Nhật.,https://i2.wp.com/hapaeikaiwa.com/wp_system/wp-content/uploads/2019/12/12-16-2019.jpg?fit=600%2C400&ssl=1
うーん,ừ,うーん、どうしようかな。,"Ừ, tôi nên làm gì đây nhỉ?",うーん、もう少し考えます。,"Ừ, tôi sẽ suy nghĩ thêm một chút.","https://m.media-amazon.com/images/I/A1XjO68MjYL._AC_UF1000,1000_QL80_.jpg"
お知らせ,thông báo,お知らせがあります。,Có một thông báo.,学校からのお知らせを読みましたか？,Bạn đã đọc thông báo từ trường chưa?,https://img.myna.go.jp/manual/03-03/img/03-03-01.png
参加します,tham gia,明日のイベントに参加します。,Tôi sẽ tham gia sự kiện ngày mai.,彼女は会議に参加します。,Cô ấy sẽ tham gia cuộc họp.,https://www.nipponclub.org/wp-content/uploads/2020/04/w1.png
日にち,thời gian (ngày),日にちを決めましょう。,Hãy quyết định ngày đi.,この日にちが空いていますか？,Ngày này có trống không?,https://stat.ameba.jp/user_images/20201211/04/labilingual/9a/42/p/o1410087414864632132.png
土,thứ bảy,土曜日に友達と会います。,Tôi sẽ gặp bạn vào thứ bảy.,土曜日は映画を見に行きます。,Tôi sẽ đi xem phim vào thứ bảy.,https://www.ejable.com/wp-content/uploads/2023/07/earth2.webp
体育館,nhà thi đấu thể thao,体育館でバスケットボールをします。,Tôi chơi bóng rổ ở nhà thi đấu thể thao.,体育館は学校の隣にあります。,Nhà thi đấu thể thao nằm bên cạnh trường học.,https://suma-gym.jp/wp-content/uploads/2023/03/IMG_9816-scaled.jpg
無料,miễn phí,このイベントは無料です。,Sự kiện này miễn phí.,無料のサンプルをもらいました。,Tôi đã nhận được mẫu miễn phí.,https://kimini.online/blog/wp-content/uploads/2022/11/pixta_24693216_M-1200x675.jpg
誘います,mời,友達をパーティーに誘います。,Tôi mời bạn đến bữa tiệc.,彼は私を映画に誘いました。,Anh ấy đã mời tôi đi xem phim.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/52326/66854.png
イベント,sự kiện,今週末に大きなイベントがあります。,Cuối tuần này có một sự kiện lớn.,このイベントは毎年開催されます。,Sự kiện này được tổ chức hàng năm.,https://www.splunk.com/content/dam/splunk2/en_us/images/events/et-lib-splunk-03.jpg
ドアが開きます,(cửa) mở,ドアが自動で開きます。,Cửa tự động mở.,誰かがドアを開けました。,Có ai đó đã mở cửa.,https://media.baamboozle.com/uploads/images/114317/1666747149_246569.png
ドアが閉まります,(cửa) đóng,ドアが静かに閉まります。,Cửa đóng lại một cách nhẹ nhàng.,電車のドアが閉まります。,Cửa tàu điện đóng lại.,https://i.ytimg.com/vi/43nT4v_6jLg/maxresdefault.jpg
電気がつきます,(điện) sáng,スイッチを入れると電気がつきます。,"Khi bật công tắc, đèn sẽ sáng.",部屋に入ると電気がつきました。,"Khi vào phòng, đèn đã sáng.",https://hire39.com/wp-content/uploads/2020/09/2-1.png
電気が消えます,(điện) tắt,停電で電気が消えました。,Do mất điện nên đèn đã tắt.,タイマーで電気が消えます。,Đèn sẽ tắt theo hẹn giờ.,https://langoal.com/images/L29-%E2%80%93-8.png
いすが壊れます,(ghế) hỏng,古い椅子が壊れました。,Chiếc ghế cũ đã hỏng.,このいすは壊れやすいです。,Chiếc ghế này dễ bị hỏng.,https://previews.123rf.com/images/alexeyblogoodf/alexeyblogoodf1512/alexeyblogoodf151200071/49395601-%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3-%E3%82%B7%E3%83%BC%E3%83%88%E3%81%A8%E6%9C%A8%E8%A3%BD%E3%81%AE%E6%A4%85%E5%AD%90%E3%81%8C%E5%A3%8A%E3%82%8C%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84%E3%80%82.jpg
コップが割れます,(cốc) vỡ,コップが落ちて割れました。,Cốc đã rơi và vỡ.,このコップは割れにくいです。,Cốc này khó bị vỡ.,https://previews.123rf.com/images/ratmaner/ratmaner1402/ratmaner140200048/25799876-%E5%89%B2%E3%82%8C%E3%81%9F%E3%82%B3%E3%83%83%E3%83%97%E3%80%81%E7%B2%89%E3%80%85-%E3%81%AB%E5%89%B2%E3%82%8C%E3%81%9F%E3%82%AB%E3%83%83%E3%83%97%E3%81%AE%E3%82%AF%E3%83%AD%E3%83%BC%E3%82%BA.jpg
木が折れます,(cây) gãy,強風で木が折れました。,Cây đã gãy do gió mạnh.,この木は古くて折れやすいです。,Cây này cũ và dễ gãy.,https://cdn.hinative.com/attached_images/234057/787e00602c1d79ace52236b5379d892b0c79373e/large.jpg?1516436610
紙が破れます,(giấy) rách,古い紙が破れました。,Giấy cũ đã rách.,この紙は薄いので破れやすいです。,Giấy này mỏng nên dễ rách.,https://housei-k.com/wp-housei/wp-content/uploads/2018/05/bf.jpg
服が汚れます,(quần áo) bẩn,公園で遊んだら、服が汚れました。,"Sau khi chơi ở công viên, quần áo tôi bị bẩn.",雨の日に外に出ると、服が汚れやすいです。,"Nếu ra ngoài vào ngày mưa, quần áo dễ bị bẩn.",https://nihongopic.com/wp-content/uploads/2019/08/5240a388d487d9ffb48532156bfe378a.png
ポケットがつきます,có gắn (túi),このシャツにはポケットがついています。,Áo sơ mi này có gắn túi.,新しいズボンにはポケットがついていません。,Chiếc quần mới này không có túi.,https://nihongopic.com/wp-content/uploads/2019/08/22e6b03b4b3ea2bd8d7e22125ed7662c.png
ボタンが外れます,(nút) bung,急いでいるときにボタンが外れました。,"Khi tôi đang vội, nút bị bung ra.",このシャツのボタンが外れたので、縫わなければなりません。,"Nút của áo sơ mi này đã bung ra, nên tôi phải khâu lại.",https://nihongopic.com/wp-content/uploads/2019/08/c780ed020a8f343a144df1abed43b754.png
車が止まります,(xe) dừng,信号が赤になったので、車が止まりました。,"Đèn tín hiệu chuyển sang đỏ, nên xe đã dừng lại.",バスが駅で止まります。,Xe buýt dừng lại ở ga.,https://nihongopic.com/wp-content/uploads/2019/08/8549e75acad77ee97d4a4d3276790100.png
